Obs_No,Date,Time,Loc_Type,Age,Gender,Residency_Year,Own_Refrigerator?,Own_Washing_Machine?,Own_TV?,Own_Ceiling_fan?,Own_Exhaust_Fan?,Own_Air-cooler?,Own_AC?,Own_Computer?,Others?,Metabolic_Rate  [W/m2],Clothing_insulation,Window_Status,Balcony_Door,Door_Status,Window_Curtains,Lights,Exhaust_fans,Ceiling_fans,Air-coolers,AC,Temperature_Indoor [C],Temperature_Indoor_Globe [C],Relative_Humidity_Indoor [%],Air_Speed_Indoor [m/s],Illumination_Indoor [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%]
630,"Tuesday, September 11, 2018",19:52,L2,40,Female,1 year,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.9,0.44,open ,close,open ,Down,on,Not Available,on,Not Available,off,27.1,27.4,79.3,0.26,44,24.3,68.8
631,"Friday, May 10, 2019",15:45,L2,40,Female,1 year,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.9,0.56,close,close,close,Up,off,Not Available,on,Not Available,off,30.4,31.7,54.2,0.36,10,29.1,68.8
632,"Monday, May 13, 2019",11:21,L2,40,Female,1 year,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,0.44,open ,close,open ,Up,off,Not Available,on,Not Available,off,30.6,31.4,63.9,0.17,26,29.5,68.8
633,"Monday, May 13, 2019",20:01,L2,40,Female,1 year,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0.9,0.56,open ,close,open ,Up,on,Not Available,on,Not Available,off,30.5,30.7,71.2,0.23,58,29.5,68.8
634,"Tuesday, September 11, 2018",12:10,L2,50,Female,3 years,Yes,No,Yes,Yes,No,No,No,Yes,No,2,0.29,close,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,28,28.2,83,0.07,24,24.3,68.8
635,"Tuesday, September 11, 2018",19:47,L2,50,Female,3 years,Yes,No,Yes,Yes,No,No,No,Yes,No,1.9,0.43,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,27.2,27.2,83,0.05,21,24.3,68.8
636,"Monday, May 13, 2019",11:27,L2,50,Female,3 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.9,0.78,close,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,30.6,31.2,65.4,0.98,29,29.5,68.8
637,"Monday, May 13, 2019",20:10,L2,50,Female,3 years,Yes,No,Yes,Yes,No,No,No,Yes,No,2,0.29,close,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,30.2,30.6,70.2,0,15,29.5,68.8
638,"Tuesday, September 11, 2018",12:14,L2,24,Female,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.2,0.43,open ,open ,open ,Not Available,on,off,on,off,Not Available,27.6,28.1,78.9,1.42,108,24.3,68.8
639,"Tuesday, September 11, 2018",19:59,L2,24,Female,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.7,0.43,open ,open ,open ,Not Available,on,off,on,off,Not Available,27.1,27.4,80.3,0.26,48,24.3,68.8
640,"Thursday, January 17, 2019",12:16,L2,68,Female,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,0.78,close,close,open ,Not Available,off,off,off,off,Not Available,28.2,28.5,44.3,0,108,25.4,68.8
641,"Thursday, January 17, 2019",15:58,L2,68,Female,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,0.78,open ,close,open ,Not Available,on,off,off,off,Not Available,29.1,29.3,47.1,0.1,68,25.4,68.8
642,"Thursday, January 17, 2019",19:59,L2,68,Female,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,0.78,open ,close,open ,Not Available,on,off,off,off,Not Available,26.4,26.9,47.7,0.11,50,25.4,71
643,"Thursday, January 17, 2019",12:20,L2,78,Male ,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.2,0.3,close,close,open ,Not Available,off,off,off,off,Not Available,28.4,28.5,42.8,0.17,229,25.4,71
644,"Thursday, January 17, 2019",16:00,L2,78,Male ,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.9,0.29,open ,close,open ,Not Available,on,off,off,off,Not Available,29.2,29.3,48.9,0,7,25.4,71
645,"Thursday, January 17, 2019",19:55,L2,78,Male ,2 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0.9,0.6,open ,close,open ,Not Available,on,off,off,off,Not Available,26.1,26.8,47.9,0.13,58,25.4,71
646,"Tuesday, September 11, 2018",12:20,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,0.78,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,27.5,28,78.7,0.18,54,24.3,71
647,"Tuesday, September 11, 2018",17:37,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,0.78,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,27.4,28,76.5,0.17,36,24.3,71
648,"Tuesday, September 11, 2018",20:06,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0.9,0.78,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,27.1,27.5,79.9,0.22,26,24.3,71
649,"Thursday, January 17, 2019",12:32,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.2,0.29,open ,close,close,Not Available,off,Not Available,on,Not Available,Not Available,28,28.8,48.2,0.13,13,25.4,71
650,"Thursday, January 17, 2019",16:12,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.9,0.78,open ,open ,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.3,29.4,46.8,0.15,45,25.4,71
651,"Thursday, January 17, 2019",20:02,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0.9,0.29,open ,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,25.9,26.7,49.5,0.2,18,25.4,71
652,"Monday, May 13, 2019",11:30,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.2,0.69,open ,open ,open ,Not Available,off,Not Available,on,Not Available,Not Available,31.3,31.5,64.1,0.17,157,29.5,71
653,"Monday, May 13, 2019",20:06,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.9,0.69,open ,open ,open ,Not Available,on,Not Available,on,Not Available,Not Available,29.8,30.3,71.6,0.2,34,29.5,71
654,"Thursday, January 17, 2019",12:31,L2,60,Male ,2 years,Yes,yes,Yes,Yes,No,No,No,No,Yes,1.2,0.67,close,close,open ,Not Available,off,Not Available,off,Not Available,Not Available,28,28.6,43.7,0.13,255,25.4,71
655,"Thursday, January 17, 2019",16:08,L2,60,Male ,2 years,Yes,yes,Yes,Yes,No,No,No,No,Yes,1.9,0.49,close,open ,open ,Not Available,off,Not Available,off,Not Available,Not Available,29,29.6,45.3,0.09,6,25.4,71
656,"Monday, May 13, 2019",11:31,L2,60,Male ,2 years,Yes,yes,Yes,Yes,No,No,No,No,Yes,1.9,0.15,open ,open ,open ,Not Available,off,Not Available,on,Not Available,Not Available,31.3,31.6,64,0.19,157,29.5,71
657,"Monday, May 13, 2019",20:08,L2,60,Male ,2 years,Yes,yes,Yes,Yes,No,No,No,No,Yes,0.9,0.15,open ,open ,open ,Not Available,on,Not Available,on,Not Available,Not Available,29.9,30.5,71.7,0.15,34,29.5,71
658,"Tuesday, September 11, 2018",12:29,L2,22,Female,4 years,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0.9,0.43,open ,open ,open ,Down,off,Not Available,off,off,Not Available,28.2,28.6,74.6,0.05,20,24.3,71
659,"Tuesday, September 11, 2018",17:42,L2,22,Female,4 years,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0.9,0.43,close,close,open ,Down,off,Not Available,off,off,Not Available,28.5,28.4,73.2,1.11,3,24.3,71
660,"Tuesday, September 11, 2018",20:17,L2,22,Female,4 years,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0.9,0.43,close,open ,open ,Down,on,Not Available,on,off,Not Available,28.7,27.2,79.3,0.67,34,24.3,71
661,"Tuesday, September 11, 2018",12:34,L2,45,Female,4 years,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,1.2,0.78,open ,open ,open ,Down,off,Not Available,off,off,Not Available,28.3,28.7,73.9,0.05,25,24.3,71
662,"Tuesday, September 11, 2018",17:45,L2,45,Female,4 years,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0.9,0.78,close,close,open ,Down,off,Not Available,off,off,Not Available,28.7,29,72.6,1.05,2,24.3,71
663,"Tuesday, September 11, 2018",20:20,L2,45,Female,4 years,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,2,0.78,close,open ,open ,Down,on,Not Available,on,off,Not Available,28.8,28.5,78.7,0.5,41,24.3,71
664,"Tuesday, September 11, 2018",12:39,L2,24,Female,5 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.9,0.39,open ,close,open ,Down,OFF,Not Available,on,Not Available,Not Available,27.4,28.7,78.1,0.41,2,24.3,71
665,"Tuesday, September 11, 2018",17:50,L2,24,Female,5 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.9,0.39,open ,close,open ,Down,OFF,Not Available,on,Not Available,Not Available,27.6,28.4,76.7,0.3,1,24.3,69.5
666,"Tuesday, September 11, 2018",20:24,L2,24,Female,5 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.9,0.29,open ,close,open ,Down,ON,Not Available,on,Not Available,Not Available,27,27.5,81.8,0.15,68,24.3,69.5
667,"Tuesday, September 11, 2018",12:43,L2,43,Female,5 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.9,0.29,open ,close,open ,Down,OFF,Not Available,on,Not Available,Not Available,27.5,28.5,76.9,0.39,2,24.3,69.5
668,"Tuesday, September 11, 2018",17:54,L2,43,Female,5 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.7,0.29,open ,close,open ,Down,OFF,Not Available,on,Not Available,Not Available,27.7,28.3,76.2,0.23,1,24.3,69.5
669,"Tuesday, September 11, 2018",20:26,L2,43,Female,10 years,Yes,No,Yes,Yes,No,No,No,Yes,No,0.9,0.29,open ,close,open ,Down,ON,Not Available,on,Not Available,Not Available,27.1,27.5,81.8,0.21,48,24.3,69.5
670,"Tuesday, September 11, 2018",12:46,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.29,open ,close,close,Not Available,on,Not Available,on,Not Available,Not Available,27.5,28.2,79.4,1.61,29,24.3,69.5
671,"Tuesday, September 11, 2018",17:56,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.29,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,27.8,28.1,77,1.62,90,24.3,69.5
672,"Tuesday, September 11, 2018",20:30,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.15,open ,close,close,Not Available,on,Not Available,on,Not Available,Not Available,27.1,27.6,82.2,0.35,12,24.3,69.5
673,"Thursday, January 17, 2019",12:52,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.25,close,close,open ,Not Available,off,Not Available,off,Not Available,Not Available,27.9,28.8,39.4,0.11,27,25.4,69.5
674,"Thursday, January 17, 2019",16:22,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.15,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,28.2,29.2,51.1,0.4,47,25.4,69.5
675,"Thursday, January 17, 2019",20:19,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.15,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,26,26.4,52,0.3,12,25.4,69.5
676,"Thursday, May 9, 2019",12:39,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.63,open ,close,open ,Up,on,Not Available,off,Not Available,Not Available,31,32.2,58.7,0.27,49,29.2,69.5
677,"Thursday, May 9, 2019",18:15,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1.9,0.63,open ,close,open ,Up,on,Not Available,on,Not Available,Not Available,30,31.3,61.8,0.92,24,29.2,69.5
678,"Friday, May 10, 2019",15:29,L2,55,Male ,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,2,0.63,open ,close,open ,Up,on,Not Available,on,Not Available,Not Available,30.7,32.4,61.1,1.22,51,29.1,69.5
679,"Tuesday, September 11, 2018",12:51,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1.9,0.84,open ,close,close,Not Available,on,Not Available,on,Not Available,Not Available,27.7,28.2,78.9,0.45,28,24.3,69.5
680,"Tuesday, September 11, 2018",17:58,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1.9,0.84,open ,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,27.7,28.4,77.2,0.63,77,24.3,69.5
681,"Tuesday, September 11, 2018",20:35,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.84,open ,close,close,Not Available,on,Not Available,on,Not Available,Not Available,27.4,27.9,82,0.27,79,24.3,69.5
682,"Thursday, January 17, 2019",12:57,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,2,0.93,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,28.3,28.8,41,0.14,30,25.4,69.5
683,"Thursday, January 17, 2019",16:27,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,2,0.93,open ,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,28.6,29.2,51.7,0.21,29,25.4,75.4
684,"Thursday, January 17, 2019",20:22,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.93,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,26.4,26.6,26.6,0,6,25.4,75.4
685,"Thursday, May 9, 2019",12:42,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,2,0.56,open ,close,open ,Up,on,Not Available,off,Not Available,Not Available,31,31.9,58.6,0.19,52,29.2,75.4
686,"Thursday, May 9, 2019",18:13,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0.9,0.56,open ,close,open ,Up,on,Not Available,on,Not Available,Not Available,30.1,31.2,61.6,0.63,76,29.2,75.4
687,"Friday, May 10, 2019",15:30,L2,50,Female,2 years,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1.9,0.56,open ,close,open ,Up,on,Not Available,on,Not Available,Not Available,30.7,32.3,61,0.23,57,29.1,75.4
688,"Thursday, January 17, 2019",11:53,L2,32,Female,4 years,Yes,Yes,Yes,Yes,No,No,No,No,No,0.9,0.41,close,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,27.2,27.8,44.3,0.35,320,25.4,75.4
689,"Thursday, January 17, 2019",16:35,L2,32,Female,4 years,Yes,Yes,Yes,Yes,No,No,No,No,No,1.9,0.41,close,close,open ,Not Available,off,Not Available,off,Not Available,Not Available,29.2,29.5,53.1,0.13,106,25.4,75.4
690,"Thursday, January 17, 2019",19:40,L2,32,Female,4 years,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0.41,open ,open ,open ,Not Available,on,Not Available,off,Not Available,Not Available,26.6,27.1,48.6,0.12,36,25.4,75.4
691,"Thursday, January 17, 2019",12:00,L2,34,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.29,close,open ,open ,Down,off,off,on,Not Available,Not Available,27.7,28.3,43.6,0.7,271,25.4,68.2
692,"Thursday, January 17, 2019",15:37,L2,34,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.29,open ,open ,open ,Down,off,off,off,Not Available,Not Available,30.6,30.1,45.4,0.11,149,25.4,68.2
693,"Thursday, January 17, 2019",19:43,L2,34,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.78,close,close,open ,Down,on,off,off,Not Available,Not Available,27.3,27.2,49.3,0.13,63,25.4,68.2
694,"Thursday, January 17, 2019",12:45,L2,24,Male ,6 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,0.53,open ,close,open ,Not Available,off,Not Available,off,Not Available,off,28.1,29.3,50.9,0.15,92,25.4,68.2
695,"Thursday, January 17, 2019",12:47,L2,48,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,0.29,open ,close,open ,Not Available,off,Not Available,off,Not Available,off,27.8,29.1,51.9,0.15,80,25.4,68.2
696,"Thursday, January 17, 2019",20:08,L2,48,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0.59,close,close,open ,Not Available,on,Not Available,off,Not Available,off,25.8,26,61.1,0.14,74,25.4,68.2
697,"Thursday, May 9, 2019",18:31,L2,48,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,1.9,0.78,open ,open ,close,Up,off,Not Available,off,Not Available,off,30.7,31.6,60.1,0.23,1,29.2,68.2
698,"Friday, May 10, 2019",14:43,L2,48,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0.69,close,close,close,Up,off,Not Available,on,Not Available,off,31.8,32.6,57.3,0.3,4,29.1,68.2
699,"Thursday, January 17, 2019",13:02,L2,30,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,1.2,0.46,open ,open ,open ,up,off,Not Available,off,Not Available,Not Available,28.3,28.9,39.9,0.12,7,25.4,68.2
700,"Thursday, January 17, 2019",16:19,L2,30,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,0.9,0.46,close,open ,open ,up,off,Not Available,off,Not Available,Not Available,28.7,29.6,49.4,0.14,6,25.4,68.2
701,"Thursday, January 17, 2019",20:15,L2,30,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0.46,close,close,open ,Down,on,Not Available,off,Not Available,Not Available,25.7,26.1,51,0,33,25.4,68.2
702,"Thursday, May 9, 2019",12:44,L2,30,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0.78,open ,open ,open ,Down,off,Not Available,on,Not Available,Not Available,31,31.6,57.5,0.15,25,29.2,68.2
703,"Thursday, May 9, 2019",18:17,L2,30,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0.78,close,open ,open ,Down,off,Not Available,on,Not Available,Not Available,30.3,30.7,61,0.34,5,29.2,68.2
704,"Friday, May 10, 2019",15:33,L2,30,Female,6 years,Yes,Yes,Yes,Yes,No,No,No,No,No,0.9,0.78,open ,open ,open ,Down,off,Not Available,on,Not Available,Not Available,31.3,31.7,58.5,0.18,14,29.1,68.2
